genre	filename	year	id	score	sentence1	sentence2
Con-captions	Const	2024	0132	5.000	완충재	충격시 유리 절단면과 새시의 직접적인 접촉을 방지하기 위해서 새시의 좌우 측면에 끼우는 고무블록으로서 주로 개폐창호에 사용된다.
Con-captions	Const	2024	0133	5.000	유리 단부	판유리를 절단했을 때 절단된 단면의 절단각, 절단면, 절단부위의 총칭
Con-captions	Const	2024	0134	5.000	유리 일람표	해당 건물에 사용되는 유리의 전체 사양이 표시된 것으로 일반적으로는 종류, 두께, 형태, 치수, 가공방법 등으로 분류하여 각각의 수량을 기입한 형태이다.
Con-captions	Const	2024	0135	5.000	유리펜스(fence) 고정법	계단의 측판 또는 바닥에 매입된 철물을 사용하여 강화 유리, 접합 유리 등을 세워 난간, 실내 칸막이, 요벽 등을 구성하는 고정법이다.
Con-captions	Const	2024	0136	5.000	절단면연마	유리 절단 후에 각진 절단부위를 적절히 연마하는 방법으로 사람이 손으로 만져도 상처를 입지 않게 한다.
Con-captions	Const	2024	0137	5.000	접착 고정법	거울, 장식유리 등을 양면접착테이프 및 접착제를 이용하여 부착시키는 고정 방법이다.
Con-captions	Const	2024	0138	5.000	접착, 지지철물 병용 고정법	거울, 장식유리 등의 뒷면을 바탕면에 접착하고 유리 단부를 지지철물로 고정하는 방법이다.
Con-captions	Const	2024	0139	5.000	제연경계벽 고정법	망입 또는 선입 판유리를 천장 바탕면에 실리콘계 실링재와 받침철물을 사용하여 방연벽으로 하는 고정법이다.
Con-captions	Const	2024	0140	5.000	철물 고정법	거울, 장식유리 등의 상하에 철물을 부착하여 하부의 받침 철물로서 그 중량을 지지하는 고정법이다.
Con-captions	Const	2024	0141	5.000	측면 블록	새시 내에서 유리가 일정한 면 클리어런스를 유지토록 하며, 새시의 양측면에 대해 중심에 위치하도록 하는 재료로 품질관리를 위해 새시 공장생산 시 부착하여 출고하는 것을 원칙으로 한다.
Con-captions	Const	2024	0142	5.000	치솟음	휨가공에서 발생하는 현상으로 유리의 단부가 형틀과는 다르게 소정의 곡률로 되지 않는 부분을 말한다.
Con-captions	Const	2024	0143	5.000	클린 컷	유리를 절단한 후 그 절단면에 구멍 흠집, 단면결손, 경사단면 등의 결함이 없이 깨끗이 절단된 상태를 말한다.
Con-captions	Const	2024	0144	5.000	태피스트리 가공	샌드 블라스트 가공을 시행한 것에 화학물질 코팅 가공
Con-captions	Const	2024	0145	5.000	폴리비닐부티랄(PVB Poly Vinyl Butyral)필름	(PVB Poly Vinyl Butyral) 재질의 접합 유리용 필름
Con-captions	Const	2024	0146	5.000	핀 홀(pin hole)	바탕 유리까지 도달하는 윤곽이 뚜렷한 얇은 막의 구멍을 말한다.
Con-captions	Const	2024	0147	5.000	흡습제	작은 기공을 수억 개 갖고 있는 입자로 기체분자를 흡착하는 성질에 의해 밀폐공간에 건조상태를 유지하는 재료 
Con-captions	Const	2024	0148	5.000	계단식 이음(horizontal seam)	물 흐름 방향으로 일정한 간격마다 각재 또는 기타 고정재로 고정하여 계단식 모양으로 지붕을 만드는 이음 방법
Con-captions	Const	2024	0149	5.000	골(계곡)(valley)	경사 지붕에서 지붕 면이 교차되는 낮은 부분
Con-captions	Const	2024	0150	5.000	굽도리 철판(base flashing)	지붕면과 수직을 형성하는 면의 하단부에 비흘림 및 빗물막이를 위하여 설치하는 강판
Con-captions	Const	2024	0151	5.000	금속제 절판 지붕(structural metal roofing)	금속판을 V자, U자 또는 이에 가까운 모양으로 접어 제작한 지붕판을 사용하여 설치하는 지붕
Con-captions	Const	2024	0152	5.000	금속패널 지붕	공장에서 미리 패널 타입으로 성형하여 현장에서 설치하는 지붕 금속패널로 종류는 금속절판 지붕, 돌출 잇기 지붕, 기와가락 잇기 지붕 등이 있음
Con-captions	Const	2024	0153	5.000	기와가락 잇기(batten seam)	너비 방향으로 일정한 간격마다 각재를 바닥에 고정한 후 규격에 맞춘 금속판으로 마감하여 각재 부위가 돌출되어 있는 방법
Con-captions	Const	2024	0154	5.000	너비 방향(가로 방향)	지붕에서 물이 흘러내리는 방향과 직각인 방향
Con-captions	Const	2024	0155	5.000	데크(deck)	일반적으로 바닥판을 의미하지만 지붕공사에서는 Roof Deck를 말한다.
Con-captions	Const	2024	0156	5.000	돌출 잇기(standing seam)	금속판 이음 부위가 바탕에 수직으로 돌출되게 설치하는 이음 방법
Con-captions	Const	2024	0157	5.000	레이크(rakes)	지붕 경사에 수평으로 설치하는 부재 및 박공지붕에서 벽과 박공지붕 사이에 마감하는 부재
Con-captions	Const	2024	0158	5.000	바탕 방수 자재(underlayment materials)	금속판 지붕공사 등에 수밀성을 제공하거나 수밀성을 보강하기 위한 자재
Con-captions	Const	2024	0159	5.000	바탕보드	지붕 마감 자재를 설치하기 위한 합판 등의 바탕 자재
Con-captions	Const	2024	0160	5.000	박공벽(측면 부분)(gable)	박공지붕에서 지붕 경사면과 벽과 만나는 삼각형의 부분
Con-captions	Const	2024	0161	5.000	서까래(rafter)	처마도리와 중도리 및 마룻대 위에 지붕 경사의 방향으로 걸쳐대고 산자나 지붕널을 받는 경사 부재
Con-captions	Const	2024	0162	5.000	중도리(purlin)	처마도리와 평행으로 배치하여 서까래 또는 지붕널 등을 받는 가로재
Con-captions	Const	2024	0163	5.000	지붕의 경사(물매)	지붕 구조에서 수평 방향에 대한 높이의 비
Con-captions	Const	2024	0164	5.000	강회다짐	누수 방지와 기와의 침하를 방지하기 위하여 보토 위에 시공하는 혼합재
Con-captions	Const	2024	0165	5.000	개판	서까래나 부연 위를 덮는 널
Con-captions	Const	2024	0166	5.000	내림마루	박공, 합각 부분에 설치한 지붕마루
Con-captions	Const	2024	0167	5.000	너새	박공이나 합각 부분에서 가로방향으로 이은 기와
Con-captions	Const	2024	0168	5.000	막새기와	지붕의 처마 끝에 붙이는 치장용 기와로 암⋅수막새가 있음
Con-captions	Const	2024	0169	5.000	보토	지붕 경사를 잡기 위하여 적심목 또는 산자 위에 채워 넣는 혼합재
Con-captions	Const	2024	0170	5.000	알매흙(새우흙)	강회다짐 위에 암키와를 고정시키기 위해 까는 혼합재
Con-captions	Const	2024	0171	5.000	와구토	처마 끝 수키와 마구리에 둥글게 바른 혼합재
Con-captions	Const	2024	0172	5.000	용마루	지붕면의 최상단에 설치한 지붕마루. 몸체의 지붕마루로 제일 높고 큰 마루
Con-captions	Const	2024	0173	5.000	적심목	지붕 하중 경감, 하부의 목부재 보호 및 지붕 경사잡기 등을 위하여 사용
Con-captions	Const	2024	0174	5.000	절병통	모임지붕의 마루꼭대기에 모양을 내어 얹어놓은
Con-captions	Const	2024	0175	5.000	지붕마루	각기 다른 지붕면이 서로 맞닿은 부분에 기와를 쌓아 올려서 꾸민 부분
Con-captions	Const	2024	0176	5.000	추녀마루(귀마루)	추녀 부분에 설치한 지붕마루
Con-captions	Const	2024	0177	5.000	홍두깨흙	수키와를 고정시키기 위해 수키와 밑에 채워 넣은 혼합재
Con-captions	Const	2024	0178	5.000	마름 겹침	지붕골이나 지붕마루에서 아스팔트 싱글이 맞닿는 형태에 맞추어 절단 가공하여 밀실하게 겹침을 형성하는 이음 방법 무기질 섬유 제품 싱글
Con-captions	Const	2024	0179	5.000	가압공간	공기로 가압되는 공기막구조의 내부 공간
Con-captions	Const	2024	0180	5.000	막(membrane or fabric)	직포구조를 기본으로 하고 섬유를 꼰 실을 경사. 위사로 하여 짠 것으로 이방성을 가지고 있음
Con-captions	Const	2024	0181	5.000	비가압공간	외피가 이중막구조(튜브 또는 에어메트 등)로 구성되어 공기가압이 되지 않는 공기막구조의 내부 공간
Con-captions	Const	2024	0182	5.000	시공과정 해석(sequence analysis)	부재 조립 순서에 따른 전 과정에서 구조의 안정과 응력 안전을 확인하면서 시공 오차의 흡수와 조정을 수행하여 목표로 하는 완성 형상으로 유도하기 위한 해석
Con-captions	Const	2024	0183	5.000	재단도(cutting pattern)	막구조에서 재단한 천을 봉합하여 설계 곡면을 형성하기 위해 곡면을 근사적으로 평면 전개한 도면으로 입체 재단도 또는 커팅패턴이라고도 함. 
Con-captions	Const	2024	0184	5.000	볼트(bolt)	인장재로서 회전구멍이 천공된 특수 볼트
Con-captions	Const	2024	0185	5.000	부재(member)	연결체 사이를 이어주는 요소로서 선재와 연결부(󰄤 원추, 볼트, 슬리브, 핀)로 구성
Con-captions	Const	2024	0186	5.000	선재	부재의 주자재로서 절점을 연결하는 자재. 일반적으로 강관이 많이 쓰이고 알루미늄관이나 목재 등도 사용
Con-captions	Const	2024	0187	5.000	슬리브(sleeve)	연결구와 원추 사이에 위치하여 압축재로서 역할을 하는 육각 너트
Con-captions	Const	2024	0188	5.000	연결구(ball)	트러스를 구성하는 부재의 절점에 사용하는 부품
Con-captions	Const	2024	0189	5.000	원추(corn)	선재의 양단에 접합되어 볼트와 연결체의 연결 시 응력이 집중되는 부품
Con-captions	Const	2024	0190	5.000	핀(pin)	슬리브와 볼트를 연결하여 슬리브의 회전을 통해 볼트를 연결체와 체결되도록 하는 부품 
Con-captions	Const	2024	0191	5.000	냉각탑(cooling tower)	냉각수의 재사용을 위해 대기와 접촉시켜 물을 냉각시키는 장치
Con-captions	Const	2024	0192	5.000	보스(boss)	회전체에서 축이 끼이는 부분
Con-captions	Const	2024	0193	5.000	브라인(brine)	냉매에 의해 냉각되어 피냉각물에 냉동효과를 전달하는 부동액
Con-captions	Const	2024	0194	5.000	서징포인트(surging point)	풍압곡선 상에서의 최고 압력점
Con-captions	Const	2024	0195	5.000	압축기(compressor)	기체를 압축하여 그 압력을 높이는 기계
Con-captions	Const	2024	0196	5.000	액분리기(accumulator)	증발기와 압축기 사이에서 냉매액과 냉매가스를 분리하는 장치
Con-captions	Const	2024	0197	5.000	액셜팬(axial fan)	축방향으로 기체를 유동시키는 팬
Con-captions	Const	2024	0198	5.000	오일포밍(oil foaming)	오일과 냉매가 급격히 분리되어 윤활유에 거품이 일어나는 현상
Con-captions	Const	2024	0199	5.000	유닛쿨러(unit cooler)	냉각관과 송풍기로 구성된 냉방 장치
Con-captions	Const	2024	0200	5.000	유분리기(oil separator)	토출 가스 내에 포함된 오일을 분리하는 장치
Con-captions	Const	2024	0201	5.000	응축기(condenser)	증기를 냉각해 열을 빼앗아서 응축시키는 장치
Con-captions	Const	2024	0202	5.000	증발기(evaporator)	증발 잠열에 의해 물, 브라인, 공기 등을 냉각하는 열교환기
Con-captions	Const	2024	0203	5.000	콘덴싱유닛(condensing unit)	응축기와 압축기를 하나의 케이싱 내에 갖춘 것
Con-captions	Const	2024	0204	5.000	펌프다운(pump down)	냉동기의 수리나 장기간 휴지 때에 냉매를 응축기에 회수하는 것
Con-captions	Const	2024	0205	5.000	필터드라이어 (filter drier)	냉동작용을 저해하는 수분을 흡수함과 동시에 필터 역할을 하는 장치 
Con-captions	Const	2024	0206	5.000	납유리(lead glass)	X-선 차폐성능을 갖춘 투명 유리
Con-captions	Const	2024	0207	5.000	메탈라스(metal lath)	얇은 강판을 그물모양으로 만든 것
Con-captions	Const	2024	0208	5.000	연두못(lead-headed nail)	못머리가 X-선 차폐성능을 갖는 못 
Con-captions	Const	2024	0209	5.000	상한농도	대상 입자의 최대 허용 농도를 나타냄
Con-captions	Const	2024	0210	5.000	스트링거(stringr)	가로 거더 위에 놓인 세로 보
Con-captions	Const	2024	0211	5.000	웨더스트립(weather strip)	틈새 바람이나 빗물의 침입을 방지하기 위한 가늘고 긴 자재
Con-captions	Const	2024	0212	5.000	유공판(perforated board)	흡음 효과나 디자인 상의 목적에서 다수의 작은 구멍을 뚫은 판
Con-captions	Const	2024	0213	5.000	코킹(caulking)	점착성이 있는 자재로 작은 틈에 충전재를 넣는 것
Con-captions	Const	2024	0214	5.000	클린룸	공기 부유입자의 농도를 명시된 청정도 수준 한계 이내로 제어하여 오염 제어가 행해지는 공간으로 필요에 따라 온도, 습도, 실내압, 조도, 소음 및 진동 등의 환경조성에 대해서도 제어 및 관리가 행해지는 공간이다.
Con-captions	Const	2024	0215	5.000	탑코팅(top coating)	마무리를 목적으로 한 최종 칠
Con-captions	Const	2024	0216	5.000	패스박스(pass box)	클린룸의 벽면에 설치되는 소형 물품의 이송용 장치 
Con-captions	Const	2024	0217	5.000	내화벽돌	내화점토를 구워서 소요 내화력을 확보할 수 있도록 만든 벽돌
Con-captions	Const	2024	0218	5.000	담장	벽돌, 블록, 석재, 철근 콘크리트, 기성 콘크리트판 등을 이용하여 건물의 둘레나 공간을 구획하기 위하여 설치하는 시설물
Con-captions	Const	2024	0219	5.000	대문	목재, 철재, 스테인리스, 알루미늄 주물, 철망 등으로 만든 개폐가 가능한 구조물로 담장이나 울타리로 구획된 영역의 안과 밖을 연결하기 위하여 출입하는 위치에 설치하는 시설물
Con-captions	Const	2024	0220	5.000	변조	오수의 저류조와 퍼내기조를 조합한 시설물
Con-captions	Const	2024	0221	5.000	부대시설	주요시설을 보조하기 위하여 건축물에 곁들여 설치하는 시설물로써 관리사무소나 급⋅배수설비, 환기설비, 전원설비, 조명설비, 중앙통제설비, 방재설비, 상황표지판, 기타설비 등의 설치를 위한 시설물
Con-captions	Const	2024	0222	5.000	시유 도관	회유(灰釉)를 칠한 후 고화도소성(高火度燒成)을 한 도관
Con-captions	Const	2024	0223	5.000	연도	연기가 빠져나가는 통로로 굴뚝에 연결된 통상(筒狀) 부분
Con-captions	Const	2024	0224	5.000	온실	광선,온도,습도 등을 조절하여 계절에 관계없이 각종 식물을 자유롭게 재배할 수 있게 만든 시설물
Con-captions	Const	2024	0225	5.000	용화소지질	도자기로 된 위생기구로 소재의 재질로 소지(素地)에 유약을 입힌 것
Con-captions	Const	2024	0226	5.000	울타리	목재, 철재, 스테인리스, 알루미늄 주물, 철망 등으로 경계를 짓거나 출입을 차단하기 위한 시설물
Con-captions	Const	2024	0227	5.000	유리섬유강화플라스틱(FRP, fiber glass reinforced plastic)	유리섬유로 강화된 플라스틱
Con-captions	Const	2024	0228	5.000	유조	석유, 가솔린 등을 담아두는 통
Con-captions	Const	2024	0229	5.000	파고라(pergola)	뜰이나 편평한 지붕 위에 나무를 가로와 세로로 얹어 놓고 등나무 등의 덩굴성 식물을 올리어 만든 장식 및 차양의 역할을 하는 시설물
Con-captions	Const	2024	0230	5.000	폴리에틸렌(PE polyethylene)	에틸렌을 중합하여 만드는 열가소성 수지. 내약품성⋅전기 절연성⋅방습성⋅내한성⋅가공성이 뛰어나 절연 자재⋅그릇⋅잡화⋅공업용 섬유⋅도료 등에 사용되는 재료
Con-captions	Const	2024	0231	5.000	핸드홀(hand hole)	지중에 매설하는 전화선 등의 부설⋅수리를 위해 매설 구간 도중에 설치하는  맨홀보다 작은 구멍 
Con-captions	Const	2024	0232	5.000	담장	공간을 둘러막기 위해 벽돌 등을 쌓아 올린 것
Con-captions	Const	2024	0233	5.000	목책	나무를 열을 지어 박아 만든 울타리
Con-captions	Const	2024	0234	5.000	울타리	공간을 둘러막기 위해 풀이나 나무, 또는 철선 등으로 설치하는 것
Con-captions	Const	2024	0235	5.000	종대	수직으로 세운 기둥형식의 부재
Con-captions	Const	2024	0236	5.000	캡	부재내부 공간으로 다른 이물질의 침입을 막거나 작업자의 부딪힘에 따른  피해방지를 위해 부재의 단부에 씌우는 보조재
Con-captions	Const	2024	0237	5.000	판장	울타리를 만들기 위해 사용하는 널빤지
Con-captions	Const	2024	0238	5.000	횡대	수평으로 눕혀 설치하는 부재 
Con-captions	Const	2024	0239	5.000	변조	오수의 저류조와 퍼내기조를 조합한 구조
Con-captions	Const	2024	0240	5.000	시유 도관	회유(灰釉)를 칠한 후 고화도소성(高火度燒成)을 한 도관
Con-captions	Const	2024	0241	5.000	용화소지질	도자기로 된 위생기구로 소재의 재질로 소지(素地)에 유약을 입힌 것
Con-captions	Const	2024	0242	5.000	유리섬유강화플라스틱(GFRP Glass Fiber Reinforced Plastic)	유리섬유로 강화된 플라스틱
Con-captions	Const	2024	0243	5.000	폴리에틸렌(PE Polyethylene)	에틸렌을 중합하여 만드는 열가소성 수지. 내약품성⋅전기 절연성⋅방습성⋅내한성⋅가공성이 뛰어나 절연 자재⋅그릇⋅잡화⋅공업용 섬유⋅도료 등에 사용
Con-captions	Const	2024	0244	5.000	내화벽돌	내화점토를 구워서 만든 소요 내화력을 확보할 수 있는 벽돌
Con-captions	Const	2024	0245	5.000	연도	연기가 빠져나가는 통로로 굴뚝에 연결된 통상(筒狀)부분 
Con-captions	Const	2024	0246	5.000	수조	물을 담아두는 통
Con-captions	Const	2024	0247	5.000	온실	광선, 온도, 습도 등을 조절하여 계절에 관계없이 각종 식물을 자유롭게 재배할 수 있게 만든 시설물
Con-captions	Const	2024	0248	5.000	유조	석유나 가솔린 등을 담아두는 기름통
Con-captions	Const	2024	0249	5.000	지대	특별한 용도에 따라 형태나 구성을 정하는 돌출된 장소
Con-captions	Const	2024	0250	5.000	파고라(pergola)	뜰이나 편평한 지붕 위에 나무를 가로와 세로로 얹어 놓고 등나무 등의 덩굴성 식물을 올리어 만든 장식 및 차양의 역할을 하는 시설물 
Con-captions	Const	2024	0251	5.000	건설부산물	해체공사에 따라 부차적으로 얻을 수 있는 물품으로써, 발주자로부터 임대한 물건을 제외한 모든 것이 건설부산물에 해당하며, 유가물로써 매각할 수 있는 것, 원자재로써 재이용의 가능성이 있는 것, 일반폐기물로써 처분되는 것, 산업폐기물로써 처분되는 것, 특별관리 산업폐기물로써 처분되는 것을 총칭함.
Con-captions	Const	2024	0252	5.000	건설폐재류	폐콘크리트, 폐아스팔트콘크리트, 폐벽돌, 폐블럭, 폐기와, 건설폐토석 등을 총칭하는 것을 말한다.
Con-captions	Const	2024	0253	5.000	건축물	건축법 및 그 하위 법령에서 규정하는 건축물을 말한다.
Con-captions	Const	2024	0254	5.000	고성능 진공청소기	고성능 필터 또는 이와 동등 이상의 성능을 가진 에어필터를 장착한 진공청소기를 말한다.
Con-captions	Const	2024	0255	5.000	구조물 해체 계획	구조물 해체 시공 전에 안전, 환경, 효율 등을 고려하여 계획 도면, 구조 계산서, 시방서, 공사비 내역서, 현장 설명서 등을 작성하는 계획과정
Con-captions	Const	2024	0256	5.000	냉매	기후·생태계 변화유발물질 중 열전달을 통한 냉난방, 냉동·냉장 등의 효과를 목적으로 사용되는 물질을 말한다.
Con-captions	Const	2024	0257	5.000	리모델링	건축물의 노후화 억제 또는 기능 향상을 위하여 증축⋅개축⋅대수선하는 행위를 말한다.
Con-captions	Const	2024	0258	5.000	분리배출	건설폐기물을 종류별, 처리방법별로 분리하여 배출하는 것을 말한다.
Con-captions	Const	2024	0259	5.000	분리선별	해체과정에서 발생된 건설폐기물을 인력 또는 장비를 사용하여 성상별, 종류별로 분리해 내는 작업을 말한다.
Con-captions	Const	2024	0260	5.000	분별해체	건설폐기물의 재활용을 고려하여 구조체의 해체 이전에 내⋅외장재, 창호, 문틀, 각종 설비 등을 성상별, 종류별로 나누어 해체하는 작업을 말한다.
Con-captions	Const	2024	0261	5.000	비산먼지	공사장 등에서 일정한 배출구를 거치지 않고 대기 중에 직접 배출되는 먼지를 말한다.
Con-captions	Const	2024	0262	5.000	산업폐기물	산업 활동에 따라 생긴 폐기물을 말하며, 해체공사부터 발생한 주된 산업폐기물로써는 건설폐자재(콘크리트 덩어리, 아스팔트콘크리트 덩어리, 벽돌덩어리), 폐플라스틱(폐합성수지건재, 폐발포합성수지 등의 포장재, 폐시트), 유리 및 도자기 폐기물(유리조각, 타일 및 위생도자기 조각, 내화벽돌 조각), 금속 조각(철골철근쓰레기, 비계파이프, 폐캔류), 건설목재쓰레기(목조가옥 해체재 등) 및 슬러지(폐벤토나이트 오수, 폐오수, 함수율이 높고 입자가 미세한 진흙투성이 상태의 굴삭토) 등이 있음. 산업폐기물에는 원자재로써 재이용의 가능성이 있는 것과 원자재로써 재이용이 불가능 한 것이 있음.
Con-captions	Const	2024	0263	5.000	습윤제(wetting agent)	물의 표면장력의 감소시키기 위해 첨가하는 것으로, 물의 투과능력을 향상시켜 대상물질 내의 구석진 곳까지 습윤화시키는데 필요한 약액을 말한다.
Con-captions	Const	2024	0264	5.000	유해폐기물	폐기물관리법에서 규정한 지정폐기물을 말한다. 여기에는 유류에 오염된 폐기물, 화학약품에 오염된 폐기물, 석면 폐기물 등이 포함된다.
Con-captions	Const	2024	0265	5.000	음압밀폐시스템	석면 분진의 대기로의 비산을 방지하기 위한 고성능 필터가 장착된 설비를 갖춘 시스템을 말한다.
Con-captions	Const	2024	0266	5.000	일반해체	해체공사 시 폐기물의 종류별 선별을 고려하지 않는 해체방법을 말한다.
Con-captions	Const	2024	0267	5.000	전도해체	벽, 기둥 등의 전도방향을 정해 주각부의 일부를 파괴하여 소정의 방향으로 전도시켜 해체하는 행위를 말한다.
Con-captions	Const	2024	0268	5.000	전면해체공사	구조물의 전체를 철거하는 건설공사를 말한다.
Con-captions	Const	2024	0269	5.000	재사용(reuse)	재활용 가능 자원을 그대로 또는 고쳐서 다시 쓰거나 생산활동에 다시 사용할 수 있도록 하는 것을 말한다.
Con-captions	Const	2024	0270	5.000	재생이용	재활용 가능 자원의 전부 또는 일부를 원료물질(原料物質)로 다시 사용하거나 다시 사용할 수 있도록 하는 것을 말한다.
Con-captions	Const	2024	0271	5.000	재활용(recycle)	폐기물을 재사용⋅재생이용하거나 재사용⋅재생이용할 수 있는 상태로 만들어 원자재 또는 부재로서 유효하게 이용하는 것을 말한다.
Con-captions	Const	2024	0272	5.000	지정폐기물	사업장폐기물 중 폐유⋅폐산 등 주변 환경을 오염시킬 수 있거나 의료폐기물 등 인체에 해로운 물질로서 대통령령으로 정하는 폐기물을 말한다.
Con-captions	Const	2024	0273	5.000	처리	폐기물의 수집, 운반, 보관, 재활용, 처분을 말한다.
Con-captions	Const	2024	0274	5.000	처분	폐기물의 소각, 중화, 파쇄, 고형화 등의 중간처분과 매립하거나 해역으로 배출하는 등의 최종처분을 말한다.
Con-captions	Const	2024	0275	5.000	철거	기존의 구조물에서 설계도서에서 명기한 부분을 제거하고, 재활용 자재로 지정되지 않은 것들을 현장 밖으로 반출하는 행위을 말한다.
Con-captions	Const	2024	0276	5.000	특별관리 산업폐기물	산업폐기물 중에서 폭발위험성, 독성, 감염성 그 외 사람의 건강 또는 생활환경과 관련된 피해유발 우려가 있는 것으로, 이에 관한 처리방법을 별도로 정한 것을 말함. 해체공사시 발생하는 주된 특별관리 산업폐기물로써는 폐석면 등이 있음.
Con-captions	Const	2024	0277	5.000	파쇄해체	압쇄기 또는 브레커(breaker) 등에 의해 구체를 파쇄하여 해체하는 행위를 말한다.
Con-captions	Const	2024	0278	5.000	PCB	강한 독성이 있고 잘못 처리되면 발암물질인 다이옥신을 발생시키는 폴리염화비페닐(polychlorinated biphenyl)을 말한다.
